data,ativo,valor
2020-07-19,ETH-USD,5.880950927734375
2020-07-19,USDT-USD,0.010571956634521484
2020-07-20,BTC-USD,76.7607421875
2020-07-20,ETH-USD,4.723602294921875
2020-07-20,USDT-USD,0.007205963134765625
2020-07-21,BTC-USD,257.873046875
2020-07-21,ETH-USD,10.505294799804688
2020-07-21,USDT-USD,0.008630037307739258
2020-07-22,BTC-USD,210.865234375
2020-07-22,ETH-USD,20.500701904296875
2020-07-22,USDT-USD,0.013401985168457031
2020-07-23,BTC-USD,127.2431640625
2020-07-23,ETH-USD,16.536376953125
2020-07-23,USDT-USD,0.007263004779815674
2020-07-24,BTC-USD,141.8828125
2020-07-24,ETH-USD,16.95306396484375
2020-07-24,USDT-USD,0.006817042827606201
2020-07-25,BTC-USD,174.3447265625
2020-07-25,ETH-USD,27.714630126953125
2020-07-25,USDT-USD,0.006686031818389893
2020-07-26,BTC-USD,370.9599609375
2020-07-26,ETH-USD,16.118499755859375
2020-07-26,USDT-USD,0.01569998264312744
2020-07-27,BTC-USD,1394.251953125
2020-07-27,ETH-USD,21.04327392578125
2020-07-27,USDT-USD,0.022054970264434814
2020-07-28,BTC-USD,571.6953125
2020-07-28,ETH-USD,18.18463134765625
2020-07-28,USDT-USD,0.012377023696899414
2020-07-29,BTC-USD,448.255859375
2020-07-29,ETH-USD,11.271209716796875
2020-07-29,USDT-USD,0.012903928756713867
2020-07-30,BTC-USD,273.9013671875
2020-07-30,ETH-USD,22.880096435546875
2020-07-30,USDT-USD,0.008342981338500977
